"","song","artist","WeekID","Peak.Position","Weeks.on.Chart","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","Month","Season","artist.pop"
"158","Angel","Natasha Bedingfield",2008-10-04,93,8,0.057,0.566,246947,0.749,0,2,0.388,-4.435,1,0.0507,134.909,4,0.503,10,"Fall",2
"159","Angel Eyes","Love And Theft",2012-06-02,98,20,0.013,0.656,186627,0.696,0,8,0.075,-5.917,1,0.0261,108.015,4,0.966,6,"Summer",1
"160","Angelito","Don Omar",2006-06-24,99,4,0.216,0.64,284933,0.633,0,1,0.146,-5.124,0,0.0427,156.014,4,0.353,6,"Summer",0
"161","Angels","David Archuleta",2008-11-15,89,1,0.073,0.439,248960,0.548,0,4,0.092,-6.694,1,0.0291,76.042,4,0.298,11,"Fall",1
"162","Angels On The Moon","Thriving Ivory",2009-01-31,92,9,0.245,0.502,252800,0.791,0,10,0.102,-3.221,1,0.0331,75.676,4,0.207,1,"Winter",0
"163","Angry All The Time","Tim McGraw",2001-08-18,70,20,0.195,0.545,270107,0.498,0,2,0.169,-7.286,1,0.0266,127.604,4,0.363,8,"Summer",8
"164","Animal","Neon Trees",2010-06-19,100,36,0,0.486,212293,0.831,0,5,0.363,-5.5,1,0.0506,148.026,4,0.8,6,"Summer",0
"165","Animal I Have Become","Three Days Grace",2006-05-06,95,20,0.001,0.553,231400,0.853,0,8,0.126,-3.668,1,0.0339,122.023,4,0.506,5,"Spring",0
"166","Animals","Maroon 5",2014-09-06,86,33,0,0.279,231013,0.742,0,4,0.593,-6.46,0,0.0898,189.868,4,0.328,9,"Fall",5
"167","Animals","Nickelback",2006-02-25,100,3,0.001,0.572,186600,0.961,0.021,7,0.207,-3.089,1,0.0625,76.998,4,0.818,2,"Winter",4
"168","Another Side Of You","Joe Nichols",2007-11-10,100,2,0.461,0.551,178267,0.651,0.103,10,0.426,-8.129,1,0.0318,94.998,4,0.679,11,"Fall",0
"169","Another Way To Die","Disturbed",2010-07-03,81,1,0,0.621,253387,0.967,0.00612,6,0.12,-2.35,1,0.0692,112.017,4,0.315,7,"Summer",2
"170","Antidote","Travis Scott",2015-09-26,75,26,0.008,0.713,262693,0.526,0.000148,1,0.124,-5.046,1,0.032,131.05,4,0.131,9,"Fall",0
"171","Any Ol' Barstool","Jason Aldean",2017-02-11,93,18,0.312,0.536,203293,0.722,0,4,0.117,-4.163,1,0.0284,143.78,4,0.499,2,"Winter",7
"172","Any Other Night","Sharissa",2002-02-09,99,14,0.152,0.737,227416,0.528,0,4,0.112,-7.801,0,0.124,77,4,0.602,2,"Winter",0
"173","Anything But Mine","Kenny Chesney",2005-02-12,83,20,0.034,0.501,324920,0.496,0,4,0.066,-9.469,1,0.0317,148.06,4,0.364,2,"Winter",5
"174","Anything Could Happen","Ellie Goulding",2012-10-27,75,20,0.411,0.52,286322,0.775,0,0,0.157,-4.174,1,0.0554,206.097,4,0.401,10,"Fall",0
"175","Anything Goes","Florida Georgia Line",2014-10-11,98,18,0.002,0.462,218867,0.977,0,0,0.352,-3.805,1,0.045,154.038,4,0.746,10,"Fall",5
"176","Anything Like Me","Brad Paisley",2010-09-18,100,19,0.437,0.537,260947,0.532,0,2,0.114,-9.059,1,0.0339,164.796,4,0.454,9,"Fall",3
"177","Anyway","Martina McBride",2007-02-17,99,16,0.179,0.523,284000,0.521,1.44e-05,5,0.102,-6.756,1,0.026,137.016,4,0.288,2,"Winter",2
"178","Anywhere With You","Jake Owen",2013-04-06,92,20,0.042,0.475,209587,0.936,0,5,0.087,-2.545,1,0.0413,151.988,4,0.598,4,"Spring",3
"179","Apparently","J. Cole",2015-01-03,90,16,0.564,0.801,293040,0.543,0,5,0.116,-9.236,1,0.091,133.982,4,0.534,1,"Winter",2
"180","Applause","Lady Gaga",2013-08-31,6,23,0.026,0.669,212333,0.78,1.63e-06,7,0.143,-4.287,0,0.053,139.945,4,0.738,8,"Summer",6
"181","Are You Gonna Be My Girl","Jet",2003-12-20,73,25,0.001,0.613,213800,0.953,0.000582,2,0.152,-3.435,1,0.0855,105.046,4,0.537,12,"Winter",0
"182","Are You Gonna Kiss Me Or Not","Thompson Square",2011-01-01,92,20,0.039,0.485,184920,0.701,0,8,0.098,-3.807,1,0.0288,151.948,4,0.613,1,"Winter",0
"183","Are You Happy Now?","Michelle Branch",2003-05-31,91,20,0.004,0.484,230760,0.827,0.00143,8,0.088,-5.324,1,0.046,179.566,4,0.717,5,"Spring",2
"184","Armed And Dangerous","Juice WRLD",2018-11-24,44,6,0.186,0.736,169999,0.67,0,10,0.114,-6.702,1,0.311,130.032,4,0.845,11,"Fall",3
"185","As Good As I Once Was","Toby Keith",2005-06-04,80,20,0.282,0.674,227866,0.85,0,5,0.182,-3.997,1,0.039,119.016,4,0.707,6,"Summer",7
"186","As We Lay","Kelly Price",2000-07-15,82,8,0.451,0.575,381093,0.374,0,8,0.125,-7.662,1,0.0326,123.886,4,0.14,7,"Summer",1
"187","ASAP","T.I.",2005-06-18,84,8,0.335,0.79,284413,0.645,0,9,0.405,-5.426,1,0.317,158.13,4,0.583,6,"Summer",5
"188","Ashes By Now","Lee Ann Womack",2000-12-09,74,17,0.06,0.66,251200,0.716,9.93e-06,1,0.073,-7.38,1,0.0259,108.002,4,0.547,12,"Winter",4
"189","ATM","J. Cole",2018-05-05,6,5,0.115,0.719,216727,0.497,0,8,0.09,-7.661,1,0.681,81.651,4,0.345,5,"Spring",9
"190","Attention","Charlie Puth",2017-05-13,68,39,0.109,0.775,208787,0.613,2.33e-05,3,0.134,-4.586,0,0.0542,100.066,4,0.797,5,"Spring",1
"191","Attention","The Weeknd",2016-12-17,67,2,0.682,0.671,197653,0.428,2e-04,4,0.121,-7.054,0,0.124,148.041,4,0.36,12,"Winter",11
"192","Austin","Blake Shelton",2001-05-26,98,20,0.188,0.605,230333,0.609,0,7,0.098,-7.063,1,0.0278,119.914,4,0.275,5,"Spring",0
"193","Auto Pilot","Migos",2018-02-10,85,1,0.072,0.924,287992,0.716,0,11,0.201,-5.801,1,0.165,129.987,4,0.254,2,"Winter",1
"194","Automatic","Miranda Lambert",2014-03-01,97,19,0.044,0.591,247827,0.703,2.34e-06,10,0.145,-6.211,1,0.0256,95.993,4,0.402,3,"Spring",2
"195","Aw Naw","Chris Young",2013-08-03,97,20,0.064,0.652,188707,0.859,0,2,0.078,-3.746,1,0.0358,109.971,4,0.491,8,"Summer",1
"196","Away From Me","Puddle Of Mudd",2003-11-22,74,16,0,0.388,238467,0.943,0,8,0.168,-2.927,1,0.104,154.721,4,0.162,11,"Fall",3
"197","Away From The Sun","3 Doors Down",2004-07-03,66,15,0.016,0.511,230100,0.632,0,0,0.104,-5.76,1,0.0266,132.021,4,0.279,7,"Summer",3
"198","Ay Chico (Lengua Afuera)","Pitbull",2006-12-09,99,6,0.019,0.94,205600,0.692,0.000455,6,0.045,-5.48,0,0.253,117.987,4,0.875,12,"Winter",0
"199","Ayo","Chris Brown & Tyga",2015-01-24,40,20,0.04,0.823,225227,0.563,0,6,0.085,-5.095,1,0.0443,98.031,4,0.682,1,"Winter",0
"200","B.E.D.","Jacquees",2017-08-26,94,13,0.004,0.739,236147,0.536,0,1,0.097,-6.501,1,0.0587,122.022,4,0.193,8,"Summer",0
"201","B.Y.O.B.","System Of A Down",2005-04-16,74,20,0.007,0.556,255467,0.981,0,1,0.218,-2.688,0,0.128,101.423,4,0.716,4,"Spring",2
"202","Babel","Mumford & Sons",2012-10-13,60,5,0.025,0.373,208933,0.813,0.000227,2,0.083,-6.13,1,0.0543,80.465,4,0.647,10,"Fall",3
"203","Baby Be My Love Song","Easton Corbin",2015-04-25,99,16,0.057,0.488,199747,0.713,0,0,0.305,-6.148,1,0.0472,167.973,4,0.483,4,"Spring",2
"204","Baby I","Ariana Grande",2013-08-10,94,3,0.023,0.719,197600,0.792,0,1,0.382,-3.685,1,0.035,101.969,4,0.499,8,"Summer",0
"205","Baby Mama","Fantasia",2005-02-12,99,12,0.062,0.658,255787,0.713,0,9,0.04,-6.83,1,0.0716,81.98,4,0.447,2,"Winter",2
"206","Baby U Are","Gerald Levert",2000-08-19,96,5,0.02,0.657,317067,0.537,5.55e-06,6,0.102,-7.825,0,0.199,172.212,4,0.636,8,"Summer",3
"207","Babylon","David Gray",2000-12-02,73,18,0.06,0.737,265667,0.543,0.01,8,0.103,-10.403,1,0.0374,112.016,4,0.256,12,"Winter",0
"208","Back At One","Mark Wills",2000-01-15,98,20,0.187,0.621,246493,0.475,0,11,0.061,-9.341,1,0.0265,129.891,4,0.319,1,"Winter",0
"209","Back Here","BBMak",2000-04-29,99,31,0.08,0.618,218200,0.941,2.51e-06,7,0.076,-3.119,1,0.0341,104.774,4,0.929,4,"Spring",0
"210","Back Then","Mike Jones",2005-06-04,91,20,0.01,0.776,244187,0.736,0,9,0.18,-6.308,1,0.255,159.838,4,0.536,6,"Summer",0
"211","Back To December","Taylor Swift",2010-10-30,74,20,0.117,0.529,293027,0.67,0,2,0.334,-4.663,1,0.0303,141.893,4,0.286,10,"Fall",12
"212","Back To Sleep","Chris Brown",2016-01-02,64,20,0.042,0.647,201253,0.646,0,9,0.089,-5.483,0,0.243,92.981,4,0.721,1,"Winter",3
"213","Back When","Tim McGraw",2004-10-23,74,19,0.074,0.603,277213,0.752,0,7,0.312,-4.813,1,0.0277,136.033,4,0.663,10,"Fall",6
"214","Back When I Knew It All","Montgomery Gentry",2008-04-19,98,18,0.003,0.616,237766,0.797,3.445e-05,2,0.431,-6.118,1,0.0346,124.055,4,0.48,4,"Spring",4
"215","Backroad Song","Granger Smith",2015-12-26,93,16,0.035,0.488,236787,0.833,0.0172,11,0.34,-6.571,1,0.0437,174.006,4,0.751,12,"Winter",0
"216","Backwoods","Justin Moore",2010-03-13,100,13,0.068,0.497,155893,0.932,2.5e-06,8,0.116,-5.029,1,0.0527,157.884,4,0.774,3,"Spring",1
"217","Bad At Love","Halsey",2017-09-23,81,32,0.06,0.675,181279,0.751,0,0,0.089,-3.539,1,0.0296,118.384,4,0.612,9,"Fall",2
"218","Bad Blood","Bastille",2014-04-26,95,1,0.016,0.663,212613,0.777,0.00829,5,0.076,-5.496,0,0.0375,143.003,4,0.94,4,"Spring",1
"219","Bad Boy This Bad Boy That","Bad Boy's Da Band",2003-10-25,60,9,0.026,0.854,196693,0.705,0,1,0.034,-8.314,1,0.298,99.989,4,0.701,10,"Fall",0
"220","Bad Day","Daniel Powter",2006-02-25,55,32,0.448,0.599,233640,0.785,0.00336,3,0.151,-4.013,1,0.0309,140.046,4,0.52,2,"Winter",0
"221","Bad Day","Fuel",2001-07-28,73,20,0,0.291,195467,0.735,4.53e-06,9,0.081,-4.767,1,0.0415,175.978,4,0.19,7,"Summer",1
"222","Bad Girlfriend","Theory Of A Deadman",2008-09-27,100,17,0.003,0.504,205627,0.957,0,0,0.187,-2.657,1,0.0529,135.013,4,0.676,9,"Fall",0
"223","Bad Liar","Imagine Dragons",2018-11-24,79,1,0.072,0.383,260773,0.637,0,3,0.368,-6.993,1,0.0703,177.913,4,0.083,11,"Fall",4
"224","Bad Romance","Lady Gaga",2009-11-14,50,35,0.004,0.693,294453,0.919,6.62e-05,0,0.113,-3.762,1,0.0404,118.982,4,0.716,11,"Fall",3
"225","BAD!","XXXTENTACION",2018-11-24,16,6,0.064,0.78,94246,0.492,0.0313,5,0.174,-3.4,0,0.0671,143.983,4,0.374,11,"Fall",4
"226","Bag Lady","Erykah Badu",2000-08-19,67,20,0.365,0.724,348893,0.416,0,5,0.097,-8.964,0,0.0841,151.181,4,0.578,8,"Summer",0
"227","Bait A Hook","Justin Moore",2011-11-12,100,10,0.019,0.668,208493,0.781,0,1,0.113,-6.151,1,0.0267,105.945,4,0.695,11,"Fall",3
"228","Balla Baby","Chingy",2004-10-09,67,18,0.06,0.927,213733,0.699,0,11,0.153,-3.87,0,0.0918,93.009,4,0.898,10,"Fall",1
"229","Bang Bang Bang","Selena Gomez & The Scene",2011-06-25,94,1,0.234,0.77,195160,0.766,4.13e-06,0,0.092,-2.949,1,0.0358,114.022,4,0.834,6,"Summer",5
"230","Banjo","Rascal Flatts",2012-03-03,63,17,0.019,0.627,256133,0.859,0,2,0.148,-6.322,1,0.0361,101.988,4,0.772,3,"Spring",2
"231","Bank Account","21 Savage",2017-07-29,33,28,0.015,0.884,220307,0.346,7.04e-06,8,0.087,-8.228,0,0.351,75.016,4,0.376,7,"Summer",0
"232","Barbie Dreams","Nicki Minaj",2018-08-25,18,7,0.313,0.855,279867,0.787,0,8,0.194,-4.134,0,0.334,88.003,4,0.702,8,"Summer",1
"233","Barcelona","Ed Sheeran",2017-03-25,96,1,0.448,0.747,191147,0.76,0,1,0.153,-4.294,1,0.187,99.975,4,0.682,3,"Spring",7
"234","Barefoot And Crazy","Jack Ingram",2009-07-11,98,12,0,0.582,210493,0.908,0.0012,7,0.371,-5.641,1,0.0481,116.986,4,0.577,7,"Summer",1
"235","Barefoot Blue Jean Night","Jake Owen",2011-04-30,96,24,0.208,0.6,167427,0.808,0,4,0.196,-4.679,1,0.0403,172.016,4,0.809,4,"Spring",2
"236","Bartender","Lady Antebellum",2014-06-07,78,20,0.016,0.626,198267,0.936,4.41e-06,11,0.337,-3.86,0,0.036,101.01,4,0.656,6,"Summer",3
"237","Bat Country","Avenged Sevenfold",2005-11-12,87,15,0,0.541,311813,0.968,8.28e-06,0,0.423,-4.129,1,0.0396,125.04,4,0.505,11,"Fall",0
"238","Battlefield","Jordin Sparks",2009-05-30,32,22,0.018,0.613,241348,0.634,0,2,0.072,-3.472,1,0.0339,144.953,4,0.37,5,"Spring",2
"239","BB Good","Jonas Brothers",2008-08-30,88,1,0.029,0.656,176240,0.901,0.000139,4,0.055,-5.213,1,0.0398,135.009,4,0.891,8,"Summer",4
"240","Be Alright","Ariana Grande",2016-04-09,43,1,0.169,0.813,179293,0.456,2.85e-06,1,0.105,-7.667,0,0.0685,108.801,4,0.587,4,"Spring",3
"241","Be Careful","Cardi B",2018-04-14,16,20,0.026,0.82,210787,0.568,0,6,0.095,-8.23,0,0.411,152.279,4,0.535,4,"Spring",0
"242","Be Good To Me","Ashley Tisdale",2007-02-17,96,2,0.141,0.655,213827,0.857,0,0,0.298,-4.148,1,0.0994,97.994,4,0.719,2,"Winter",1
"243","Be Like That","3 Doors Down",2001-07-28,72,21,0.006,0.501,266067,0.768,2.465e-06,7,0.114,-5.376,1,0.0245,95.981,4,0.347,7,"Summer",2
"244","Be My Escape","Relient K",2005-07-30,88,4,0.006,0.554,240453,0.864,0,9,0.132,-5.062,1,0.0394,112.523,4,0.299,7,"Summer",0
"245","Be OK","Ingrid Michaelson",2008-11-01,91,1,0.13,0.821,147680,0.773,0,4,0.116,-6.741,1,0.0464,133.053,4,0.954,11,"Fall",1
"246","Be With You","Enrique Iglesias",2000-04-01,63,20,0.273,0.828,222295,0.454,0.00103,1,0.11,-14.78,0,0.0739,122.039,4,0.3,4,"Spring",2
"247","Be Yourself","Audioslave",2005-03-26,100,18,0.178,0.424,278973,0.845,3.58e-06,11,0.18,-3.467,0,0.0528,116.657,4,0.379,3,"Spring",1
"248","Beachin'","Jake Owen",2014-04-12,94,20,0.344,0.527,191040,0.902,4.63e-05,6,0.067,-5.352,1,0.0601,181.964,4,0.709,4,"Spring",4
"249","Beat Of The Music","Brett Eldredge",2014-02-22,97,20,0.009,0.629,179293,0.808,9.06e-06,9,0.075,-4.125,1,0.0269,110.001,4,0.773,2,"Winter",1
"250","Beat This Summer","Brad Paisley",2013-03-23,99,20,0.313,0.563,281453,0.722,0,6,0.393,-5.252,1,0.0407,150.039,4,0.801,3,"Spring",5
"251","Beautiful","Christina Aguilera",2002-11-23,62,27,0.601,0.446,240213,0.57,3.185e-06,5,0.104,-3.913,0,0.0277,76.206,4,0.099,11,"Fall",0
"252","Beautiful","Eminem",2009-05-30,98,6,0.266,0.724,392827,0.685,0,5,0.077,-4.413,0,0.0768,132.09,4,0.524,5,"Spring",1
"253","Beautiful Crazy","Luke Combs",2018-05-19,97,6,0.676,0.552,193200,0.402,0,11,0.093,-7.431,1,0.0262,103.313,4,0.382,5,"Spring",3
"254","Beautiful Day","U2",2000-10-07,75,25,0.02,0.539,246213,0.916,0.00229333333333333,2,0.359,-6.67,1,0.0479,136.267,4,0.485,10,"Fall",1
"255","Beautiful Drug","Zac Brown Band",2015-11-21,100,20,0.042,0.61,191600,0.857,2e-06,8,0.128,-5.267,0,0.0877,125.838,4,0.373,11,"Fall",4
"256","Beautiful Girls","Sean Kingston",2007-06-09,83,22,0.159,0.745,241933,0.666,0,9,0.302,-5.899,1,0.0566,129.995,4,0.708,6,"Summer",0
"257","Beautiful Goodbye","Jennifer Hanson",2003-01-18,97,10,0.146,0.623,258360,0.878,0.00191,2,0.137,-3.662,1,0.0372,113.225,4,0.608,1,"Winter",0
"258","Beautiful Life","Nick Fradiani",2015-05-30,93,1,0.073,0.578,211067,0.903,0,6,0.179,-3.886,1,0.0533,108.798,3,0.416,5,"Spring",0
"259","Beautiful Mess","Diamond Rio",2002-08-10,78,20,0.529,0.475,228000,0.663,0,1,0.093,-7.415,1,0.0359,177.44,4,0.475,8,"Summer",1
"260","Beautiful Monster","Ne-Yo",2010-06-26,67,9,0.209,0.708,251573,0.771,5.32e-06,5,0.277,-6.99,0,0.131,128.013,4,0.494,6,"Summer",4
"261","Beautiful Soul","Jesse McCartney",2004-12-11,72,20,0.076,0.66,214227,0.666,0,9,0.027,-4.342,1,0.0472,89.975,4,0.933,12,"Winter",0
"262","Beautiful Trauma","P!nk",2017-12-09,95,15,0.087,0.412,250053,0.619,2.55e-06,7,0.4,-6.39,1,0.0725,95.977,4,0.234,12,"Winter",1
"263","Because I Got High","Afroman",2001-08-18,67,10,0.166,0.8,197760,0.339,0,7,0.079,-8.531,1,0.483,165.982,4,0.844,8,"Summer",0
"264","Because Of You","Ne-Yo",2007-03-17,84,20,0.529,0.808,266840,0.545,0,0,0.097,-5.728,0,0.0346,109.96,4,0.822,3,"Spring",3
"265","Because You Love Me","Jo Dee Messina",2000-01-29,83,13,0.569,0.418,231280,0.351,0,9,0.103,-9.407,1,0.0293,145.379,4,0.139,1,"Winter",3
"266","Bed","J. Holiday",2007-08-04,89,23,0.17,0.684,275107,0.606,0,5,0.058,-7.268,0,0.0504,127.901,4,0.723,8,"Summer",0
"267","Been You","Justin Bieber",2015-12-05,81,1,0.026,0.736,199227,0.794,0,7,0.322,-6.178,0,0.077,113,4,0.854,12,"Winter",3
"268","Beer In Mexico","Kenny Chesney",2007-02-10,98,17,0.001,0.581,270906,0.908,0.000517,2,0.095,-6.667,1,0.0413,137.978,4,0.474,2,"Winter",5
"269","Beers Ago","Toby Keith",2012-05-05,95,15,0.028,0.565,206640,0.84,0,0,0.093,-4.641,1,0.0296,144.04,4,0.742,5,"Spring",4
"270","Before He Cheats","Carrie Underwood",2006-09-16,92,64,0.257,0.51,199467,0.768,0,6,0.138,-2.756,0,0.0415,147.922,4,0.285,9,"Fall",1
"271","Begin Again","Taylor Swift",2012-10-13,68,20,0.234,0.522,237613,0.531,5.05e-06,7,0.237,-8.237,1,0.0276,79.055,4,0.344,10,"Fall",18
"272","Behind Blue Eyes","Limp Bizkit",2004-03-06,72,11,0.442,0.584,269680,0.496,0,7,0.106,-6.392,1,0.0266,120.322,4,0.087,3,"Spring",1
"273","Behind These Hazel Eyes","Kelly Clarkson",2005-04-23,87,34,0.002,0.548,197986,0.882,0.00095,9,0.154,-5.077,1,0.0382,90.031,4,0.436,4,"Spring",5
"274","Believe","Brooks & Dunn",2005-12-24,97,20,0.774,0.598,339044,0.233,6.57e-05,9,0.104,-8.922,1,0.0369,117.208,4,0.218,12,"Winter",4
"275","Believe","Mumford & Sons",2015-03-28,31,15,0.025,0.359,221040,0.621,0.0586,11,0.223,-7.482,0,0.0443,113.699,4,0.422,3,"Spring",5
"276","Believe","Staind",2008-07-12,95,3,0.001,0.537,257307,0.736,0.00281,10,0.15,-4.721,0,0.0284,113.933,4,0.227,7,"Summer",0
"277","Believer","Imagine Dragons",2017-02-25,43,51,0.062,0.776,204347,0.78,0,10,0.081,-4.374,0,0.128,124.949,4,0.666,2,"Winter",2
"278","Bent","matchbox twenty",2000-04-29,60,39,0.04,0.518,256133,0.83,3.85e-06,6,0.375,-6.814,0,0.0386,95.468,4,0.527,4,"Spring",0
"279","Best Day Of My Life","American Authors",2013-11-30,93,36,0.063,0.673,194240,0.902,0.000174,2,0.055,-2.378,1,0.0347,100.016,4,0.521,11,"Fall",0
"280","Best I Ever Had","Drake",2009-05-23,92,24,0.19,0.395,257690,0.922,0,1,0.134,-2.176,1,0.375,162.361,4,0.558,5,"Spring",0
"281","Best I Ever Had","Gary Allan",2005-09-03,98,18,0.003,0.273,251480,0.59,1.07e-06,6,0.108,-4.997,1,0.0295,174.863,4,0.214,9,"Fall",3
"282","Best I Ever Had","Gavin DeGraw",2013-10-05,88,5,0.002,0.552,226440,0.925,0,7,0.321,-5.873,1,0.0833,134.971,4,0.538,10,"Fall",1
"283","Best I Ever Had (Grey Sky Morning)","Vertical Horizon",2001-03-03,65,16,0.014,0.441,270800,0.563,3.69e-06,6,0.101,-7.274,1,0.0251,85.711,4,0.209,3,"Spring",1
"284","Best Shot","Jimmie Allen",2018-09-29,97,14,0.75,0.629,195053,0.464,0,4,0.085,-8.72,1,0.0334,156.051,4,0.523,9,"Fall",0
"285","Best Song Ever","One Direction",2013-08-10,94,21,0.023,0.652,200107,0.877,0,1,0.079,-2.986,1,0.0465,118.491,4,0.486,8,"Summer",6
"286","Best Thing I Never Had","Beyonce",2011-06-18,84,20,0.143,0.545,253747,0.649,1.57e-05,6,0.089,-4.062,1,0.0324,99.099,4,0.297,6,"Summer",4
"287","Betcha Can't Do It Like Me","D4L",2006-02-18,99,8,0.01,0.901,220467,0.359,0,10,0.075,-8.198,0,0.248,149.019,4,0.219,2,"Winter",1
"288","Betrayed","Lil Xan",2017-12-02,93,19,0.434,0.821,187173,0.434,0,10,0.128,-9.194,0,0.118,120.012,4,0.241,12,"Winter",0
"289","Better","Khalid",2018-09-29,45,14,0.076,0.596,229320,0.552,0.334,0,0.104,-10.278,0,0.097,97.949,4,0.112,9,"Fall",2
"290","Better As A Memory","Kenny Chesney",2008-04-26,87,17,0.433,0.576,252707,0.302,3.3e-05,2,0.133,-11.845,1,0.033,70.932,4,0.145,4,"Spring",6
"291","Better Days","Goo Goo Dolls",2005-10-08,57,20,0.002,0.486,213267,0.593,0.000702,7,0.094,-5.093,1,0.03,113.252,4,0.33,10,"Fall",1
"292","Better Dig Two","The Band Perry",2012-11-17,53,20,0.413,0.64,194680,0.669,0,7,0.078,-5.17,1,0.0519,155.844,4,0.646,11,"Fall",4
"293","Better Life","Keith Urban",2005-09-10,98,20,0.04,0.618,283160,0.832,1.58e-05,2,0.033,-3.535,1,0.0374,104.942,4,0.8,9,"Fall",5
"294","Better Man","Little Big Town",2016-11-19,54,20,0.112,0.514,263120,0.836,0,5,0.088,-3.663,1,0.0381,143.888,4,0.501,11,"Fall",2
"295","Better Now","Post Malone",2018-05-12,7,34,0.354,0.68,231267,0.563,0,10,0.136,-5.843,1,0.0454,145.028,4,0.374,5,"Spring",4
"296","Better Than I Know Myself","Adam Lambert",2012-01-07,76,1,0.032,0.484,216173,0.812,0,10,0.18,-4.743,1,0.138,109.452,5,0.308,1,"Winter",2
"297","Better Than I Used To Be","Tim McGraw",2011-12-31,81,20,0.175,0.452,201000,0.566,1.24e-05,5,0.089,-5.964,1,0.0292,138.154,4,0.407,12,"Winter",5
"298","Better Than Me","Hinder",2007-03-17,95,20,0.206,0.452,223533,0.675,1.27e-06,2,0.172,-5.172,0,0.0305,139.87,4,0.23,3,"Spring",1
"299","Better Than Revenge","Taylor Swift",2010-11-13,56,1,0.014,0.516,217160,0.917,6.37e-06,11,0.36,-3.186,0,0.0827,145.821,4,0.635,11,"Fall",14
"300","Beverly Hills","Weezer",2005-04-16,25,43,0.093,0.693,196093,0.823,0,5,0.328,-3.761,1,0.0726,87.904,4,0.741,4,"Spring",0
"301","Bickenhead","Cardi B",2018-04-21,43,2,0.154,0.884,181624,0.814,1.67e-06,7,0.158,-5.333,1,0.303,155.938,4,0.907,4,"Spring",1
"302","Big Blue Note","Toby Keith",2005-10-15,94,12,0.46,0.742,177173,0.68,6.76e-05,0,0.152,-6.78,1,0.0298,115.271,4,0.77,10,"Fall",6
"303","Big Green Tractor","Jason Aldean",2009-06-27,85,20,0.646,0.623,204200,0.59,0,4,0.295,-5.014,1,0.028,137.071,4,0.579,6,"Summer",3
"304","Big Machine","Goo Goo Dolls",2002-09-07,70,6,0.001,0.417,189573,0.91,0.00012235,3,0.357,-3.344,1,0.0612,108.84,4,0.588,9,"Fall",2
"305","Big Night","Big Time Rush",2011-01-15,79,1,0,0.607,196133,0.733,1.59e-06,6,0.313,-4.13,0,0.0312,140.097,4,0.57,1,"Winter",1
"306","Big Star","Kenny Chesney",2003-02-22,65,20,0.006,0.655,239560,0.807,2.42e-05,0,0.159,-7.674,1,0.0309,120.781,4,0.73,2,"Winter",2
"307","Bigger Than My Body","John Mayer",2003-08-30,66,20,0.012,0.607,265960,0.936,0.0418,4,0.309,-3.071,1,0.033,117.303,4,0.517,8,"Summer",1
"308","Bionic","Christina Aguilera",2010-06-26,66,1,0.065,0.422,201267,0.933,0,2,0.382,-2.439,1,0.196,175.99,5,0.854,6,"Summer",2
"309","Birthday","Katy Perry",2014-04-26,91,18,0.088,0.719,215042,0.674,3.75e-06,11,0.112,-5.122,1,0.0681,125.98,4,0.843,4,"Spring",6
"310","Bittersweet","Fantasia",2010-07-24,94,12,0.027,0.74,236640,0.81,2.4e-05,8,0.043,-5.231,1,0.0755,129.972,4,0.436,7,"Summer",0
"311","Black","Dierks Bentley",2017-02-04,98,19,0.27,0.663,211160,0.656,0.000279,1,0.117,-6.548,1,0.0413,120.037,4,0.56,2,"Winter",3
"312","Black & Chinese","Huncho Jack",2018-01-06,71,1,0.003,0.663,172017,0.842,0.000974,1,0.123,-4.152,1,0.101,159.132,4,0.346,1,"Winter",0
"313","Black Magic","Little Mix",2015-08-29,99,8,0.035,0.777,211773,0.895,0,4,0.317,-4.464,1,0.0618,111.987,4,0.826,8,"Summer",0
"314","Black Rain","Soundgarden",2010-09-04,96,1,0.001,0.2,325813,0.882,0.607,7,0.204,-7.177,1,0.072,171.02,4,0.275,9,"Fall",0
"315","Black Skinhead","Kanye West",2013-07-06,69,4,0.001,0.775,188013,0.823,0,1,0.144,-6.091,1,0.271,130.041,4,0.273,7,"Summer",2
"316","Black Sweat","Prince",2006-03-11,60,1,0.032,0.929,191120,0.593,2.11e-05,8,0.273,-5.925,1,0.279,108.862,4,0.67,3,"Spring",1
"317","Blackout","Breathe Carolina",2011-11-19,92,20,0.005,0.662,210200,0.819,0,6,0.05,-4.609,1,0.124,122.951,4,0.801,11,"Fall",0
"318","Blackstar","David Bowie",2016-01-30,78,1,0.206,0.366,597933,0.552,0.0595,6,0.178,-8.35,1,0.0317,97.98,4,0.114,1,"Winter",0
"319","Blame It On Me","Post Malone",2018-05-12,47,2,0.135,0.651,261800,0.587,1.07e-05,11,0.149,-7.307,0,0.0421,121.838,4,0.317,5,"Spring",4
"320","Blank Space","I Prevail",2015-01-24,90,1,0.003,0.437,240928,0.863,0,11,0.144,-5.28,0,0.0941,194.073,4,0.233,1,"Winter",0
"321","Blank Space","Taylor Swift",2014-11-15,18,36,0.085,0.752,231827,0.678,1.64e-06,5,0.13,-5.421,1,0.0646,96.009,4,0.583,11,"Fall",16
